education,gender,marital_status,occupation,race,workclass,age,hours_per_week,income
Some-college,Female,Divorced,Blue-Collar,Other,Private,49,40,0
HS-grad,Female,Separated,Professional,Other,Private,47,38,1
Bachelors,Male,Married,Sales,White,Private,58,40,1
School,Male,Married,Blue-Collar,White,Private,29,40,0
School,Male,Single,Other/Unknown,White,Other/Unknown,17,30,0
School,Male,Married,White-Collar,White,Self-Employed,63,15,0
Bachelors,Male,Married,Professional,White,Government,56,40,1
Some-college,Male,Married,Blue-Collar,White,Self-Employed,39,60,0
Some-college,Male,Married,Blue-Collar,White,Private,28,40,0
School,Female,Divorced,Blue-Collar,White,Private,52,40,0
School,Male,Single,Blue-Collar,White,Private,20,15,0
Some-college,Male,Married,White-Collar,White,Private,59,60,1
School,Male,Married,Blue-Collar,Other,Private,57,50,0
Some-college,Female,Divorced,Service,White,Private,30,35,0
HS-grad,Male,Single,Blue-Collar,White,Self-Employed,33,40,0
HS-grad,Male,Married,Sales,Other,Private,20,32,0
HS-grad,Male,Married,Blue-Collar,White,Private,38,40,1
Assoc,Male,Married,Service,White,Government,43,40,0
Bachelors,Male,Married,White-Collar,White,Private,55,40,1
Prof-school,Male,Single,Professional,Other,Private,27,40,0
HS-grad,Female,Separated,Service,White,Private,26,40,0
Bachelors,Female,Married,Professional,White,Private,25,40,0
School,Male,Single,Blue-Collar,White,Self-Employed,30,45,1
Bachelors,Female,Married,Other/Unknown,White,Other/Unknown,26,20,0
HS-grad,Male,Married,White-Collar,White,Self-Employed,45,25,0
HS-grad,Female,Divorced,Other/Unknown,White,Other/Unknown,54,30,0
Bachelors,Male,Married,White-Collar,Other,Private,54,60,1
Assoc,Female,Divorced,Professional,White,Private,26,45,0
HS-grad,Female,Married,White-Collar,White,Private,39,25,0
Some-college,Female,Single,White-Collar,White,Private,20,15,0
School,Male,Married,Professional,White,Private,61,40,0
HS-grad,Female,Married,Other/Unknown,White,Other/Unknown,59,40,1
HS-grad,Male,Married,Service,White,Government,34,53,1
Some-college,Male,Divorced,Service,White,Private,29,58,0
HS-grad,Female,Single,Service,White,Private,21,40,0
Bachelors,Male,Single,Sales,Other,Self-Employed,39,60,0
Bachelors,Female,Single,Other/Unknown,White,Other/Unknown,28,43,0
Masters,Male,Married,White-Collar,White,Self-Employed,47,50,1
Some-college,Female,Married,Blue-Collar,White,Private,54,40,0
Some-college,Male,Single,Other/Unknown,White,Other/Unknown,19,22,0
Bachelors,Male,Single,Sales,White,Private,22,40,0
Bachelors,Male,Married,White-Collar,White,Private,31,60,1
School,Male,Married,Sales,White,Private,60,40,0
Some-college,Female,Separated,Service,Other,Private,56,38,0
HS-grad,Male,Married,Blue-Collar,Other,Private,41,40,1
HS-grad,Male,Married,Blue-Collar,White,Private,46,60,0
HS-grad,Male,Married,Blue-Collar,White,Private,43,52,1
Masters,Male,Married,White-Collar,White,Government,41,60,1
Assoc,Male,Single,Blue-Collar,White,Private,25,45,0
Prof-school,Male,Single,Professional,White,Private,45,40,1
Assoc,Male,Single,Sales,White,Private,23,20,0
Some-college,Male,Married,Blue-Collar,White,Self-Employed,47,40,1
Bachelors,Female,Single,Service,Other,Government,25,40,0
School,Male,Single,Blue-Collar,White,Private,46,50,0
HS-grad,Male,Married,Blue-Collar,White,Government,40,40,0
Masters,Female,Married,White-Collar,White,Private,47,38,1
Masters,Male,Married,White-Collar,White,Private,40,46,1
Some-college,Female,Single,Service,White,Private,19,12,0
HS-grad,Female,Single,Blue-Collar,Other,Private,30,8,0
HS-grad,Male,Single,Blue-Collar,White,Other/Unknown,19,10,0
Some-college,Male,Married,Blue-Collar,White,Private,34,48,1
School,Female,Single,Service,White,Private,17,30,0
School,Male,Married,Blue-Collar,White,Private,35,40,0
Bachelors,Male,Married,Blue-Collar,Other,Private,34,40,1
HS-grad,Female,Divorced,Service,White,Private,39,40,0
Bachelors,Male,Single,Service,White,Private,35,50,0
Some-college,Male,Single,White-Collar,White,Private,32,60,0
Some-college,Male,Married,Sales,White,Private,35,46,0
Some-college,Female,Single,Service,White,Self-Employed,19,25,0
School,Female,Married,Other/Unknown,Other,Other/Unknown,52,40,1
School,Male,Married,Service,White,Private,41,55,0
School,Female,Separated,Service,White,Private,37,16,0
Bachelors,Male,Married,Professional,White,Private,40,50,0
HS-grad,Female,Single,Blue-Collar,Other,Government,19,40,0
School,Male,Married,Sales,White,Self-Employed,52,45,0
Assoc,Female,Divorced,White-Collar,White,Private,33,40,0
Bachelors,Male,Married,Professional,White,Private,24,40,0
School,Male,Married,Blue-Collar,Other,Private,57,40,1
HS-grad,Male,Divorced,Blue-Collar,White,Private,35,40,0
Bachelors,Male,Married,White-Collar,Other,Private,31,60,0
Some-college,Female,Married,White-Collar,Other,Private,36,40,1
Some-college,Female,Divorced,White-Collar,Other,Self-Employed,49,40,0
Some-college,Female,Divorced,Professional,White,Private,36,40,0
School,Male,Single,Sales,White,Private,33,43,0
Bachelors,Female,Single,Professional,White,Government,46,40,1
Assoc,Female,Single,White-Collar,White,Private,31,40,0
HS-grad,Male,Married,Service,White,Private,27,40,0
Bachelors,Male,Married,White-Collar,White,Private,37,50,1
Some-college,Male,Single,Blue-Collar,White,Private,20,40,0
Assoc,Male,Married,Service,White,Private,52,40,1
Bachelors,Female,Married,White-Collar,Other,Government,41,40,1
Some-college,Male,Married,Blue-Collar,White,Private,39,43,0
Bachelors,Male,Married,Sales,White,Self-Employed,32,40,0
School,Female,Married,Service,White,Private,49,6,0
Assoc,Male,Married,Blue-Collar,White,Private,31,55,0
Some-college,Male,Married,Blue-Collar,White,Government,43,40,0
Masters,Male,Single,White-Collar,White,Private,40,40,0
Some-college,Male,Married,Sales,White,Private,43,43,1
Some-college,Male,Single,White-Collar,White,Government,18,10,0
Some-college,Female,Single,Other/Unknown,Other,Other/Unknown,19,25,0
Some-college,Male,Divorced,Blue-Collar,White,Private,48,40,0
Some-college,Female,Single,White-Collar,White,Private,20,4,0
Some-college,Male,Married,Sales,White,Private,50,40,0
Bachelors,Male,Married,White-Collar,White,Self-Employed,49,60,1
Bachelors,Female,Married,Professional,White,Government,49,30,1
Some-college,Male,Married,Blue-Collar,White,Private,47,46,0
HS-grad,Male,Married,Blue-Collar,White,Private,36,55,1
HS-grad,Female,Single,Service,White,Private,19,30,0
HS-grad,Male,Married,Professional,White,Private,31,55,1
Bachelors,Female,Single,Service,White,Private,26,40,0
Some-college,Male,Single,Service,White,Private,42,33,0
HS-grad,Male,Divorced,Blue-Collar,Other,Private,54,40,0
HS-grad,Male,Single,Blue-Collar,Other,Private,35,40,0
HS-grad,Male,Single,Blue-Collar,White,Government,26,50,0
Bachelors,Male,Divorced,Sales,White,Private,47,45,0
Bachelors,Male,Married,Sales,White,Private,38,40,1
Some-college,Female,Single,Sales,White,Private,19,25,0
Some-college,Male,Divorced,Blue-Collar,White,Private,46,55,0
Bachelors,Male,Single,White-Collar,White,Government,39,45,0
Some-college,Male,Married,Sales,White,Self-Employed,54,50,0
School,Male,Single,Blue-Collar,White,Private,23,21,0
Bachelors,Male,Married,Blue-Collar,White,Self-Employed,42,60,1
HS-grad,Male,Married,Blue-Collar,White,Other/Unknown,65,20,0
HS-grad,Female,Divorced,Service,White,Private,37,40,0
Masters,Female,Single,Service,White,Private,24,45,0
HS-grad,Male,Married,Other/Unknown,White,Other/Unknown,32,40,0
Some-college,Female,Single,Sales,White,Private,21,47,0
Prof-school,Male,Divorced,Professional,White,Self-Employed,45,36,1
HS-grad,Male,Divorced,Service,Other,Private,42,35,0
Bachelors,Female,Single,Sales,White,Private,23,45,0
Bachelors,Male,Married,Professional,White,Private,50,40,1
HS-grad,Female,Married,White-Collar,White,Private,26,40,0
School,Male,Single,Other/Unknown,White,Other/Unknown,18,40,0
Some-college,Female,Separated,Service,Other,Private,31,40,0
Some-college,Female,Divorced,White-Collar,Other,Government,50,40,0
Masters,Female,Divorced,Professional,White,Government,54,40,0
HS-grad,Male,Divorced,Blue-Collar,White,Private,57,45,0
Some-college,Female,Single,Other/Unknown,Other,Other/Unknown,19,40,0
School,Male,Single,Blue-Collar,White,Private,24,40,0
School,Female,Married,Other/Unknown,Other,Other/Unknown,19,40,0
HS-grad,Male,Divorced,Other/Unknown,White,Other/Unknown,56,40,0
HS-grad,Female,Single,Other/Unknown,Other,Other/Unknown,19,40,0
Bachelors,Male,Married,White-Collar,White,Government,34,55,0
Doctorate,Male,Married,Professional,White,Self-Employed,74,25,1
HS-grad,Male,Divorced,Blue-Collar,White,Private,42,40,0
Some-college,Male,Married,Sales,White,Self-Employed,37,60,1
School,Male,Single,Blue-Collar,Other,Private,20,40,0
Assoc,Female,Married,Service,White,Private,32,24,1
HS-grad,Female,Married,Service,Other,Private,28,40,0
Some-college,Male,Single,Sales,White,Self-Employed,34,75,0
HS-grad,Female,Widowed,Other/Unknown,White,Other/Unknown,67,40,0
HS-grad,Female,Divorced,White-Collar,Other,Government,52,40,0
HS-grad,Male,Married,Blue-Collar,White,Private,42,30,0
Some-college,Female,Single,Other/Unknown,White,Other/Unknown,35,40,0
HS-grad,Male,Married,Sales,White,Self-Employed,58,50,0
HS-grad,Male,Single,Blue-Collar,White,Private,23,25,0
Bachelors,Male,Married,Sales,White,Private,63,40,1
HS-grad,Male,Married,Blue-Collar,White,Private,39,40,0
HS-grad,Female,Divorced,Service,White,Self-Employed,41,40,0
Some-college,Male,Married,White-Collar,White,Private,39,62,1
HS-grad,Male,Married,Blue-Collar,White,Private,42,40,0
HS-grad,Male,Divorced,White-Collar,White,Government,41,45,0
Bachelors,Male,Married,White-Collar,White,Private,32,40,1
Bachelors,Male,Married,Service,White,Government,25,40,1
Bachelors,Male,Married,Sales,White,Private,44,40,1
HS-grad,Female,Single,Blue-Collar,White,Private,19,40,0
Some-college,Male,Married,Blue-Collar,White,Private,35,40,0
HS-grad,Male,Married,Blue-Collar,White,Private,58,44,0
HS-grad,Male,Married,Other/Unknown,White,Other/Unknown,63,40,1
HS-grad,Male,Married,Other/Unknown,White,Other/Unknown,62,40,0
Bachelors,Female,Single,White-Collar,White,Private,23,60,0
HS-grad,Female,Divorced,White-Collar,White,Private,43,40,0
HS-grad,Female,Married,Blue-Collar,White,Private,21,40,0
Some-college,Female,Single,Professional,White,Government,22,21,0
Prof-school,Male,Single,Professional,White,Private,43,66,0
HS-grad,Male,Single,Service,White,Private,27,40,0
Some-college,Male,Divorced,Professional,White,Private,52,40,1
Some-college,Male,Married,Blue-Collar,White,Private,39,99,1
Prof-school,Male,Married,Professional,White,Self-Employed,29,55,1
HS-grad,Male,Single,Blue-Collar,Other,Private,37,40,0
HS-grad,Male,Separated,Service,White,Government,43,40,0
Some-college,Male,Divorced,Blue-Collar,Other,Private,70,40,0
Some-college,Male,Married,Professional,White,Private,52,40,0
HS-grad,Male,Married,Blue-Collar,White,Private,46,70,1
Assoc,Male,Married,Blue-Collar,White,Private,30,40,0
School,Male,Single,Service,White,Private,17,20,0
HS-grad,Female,Divorced,White-Collar,White,Private,44,40,0
HS-grad,Female,Single,Professional,Other,Government,25,40,0
HS-grad,Female,Divorced,White-Collar,White,Government,75,20,0
Some-college,Male,Single,Service,White,Private,19,35,0
Some-college,Male,Married,Blue-Collar,White,Private,34,45,0
Assoc,Female,Single,White-Collar,White,Government,43,35,0
Masters,Male,Single,White-Collar,White,Private,42,45,1
HS-grad,Male,Married,Other/Unknown,White,Other/Unknown,63,40,0
HS-grad,Female,Single,Sales,White,Private,38,40,0
Bachelors,Male,Married,Blue-Collar,White,Self-Employed,43,40,1
HS-grad,Male,Married,Blue-Collar,White,Private,48,40,0
Assoc,Female,Single,White-Collar,White,Government,28,40,0
School,Male,Married,Sales,White,Private,38,50,0
HS-grad,Female,Divorced,Service,White,Private,51,40,0
Bachelors,Female,Divorced,Other/Unknown,White,Other/Unknown,24,40,0
Bachelors,Male,Divorced,Sales,White,Private,72,30,0
Assoc,Male,Single,Blue-Collar,White,Private,30,40,1
School,Male,Single,Other/Unknown,Other,Other/Unknown,20,40,0
Some-college,Male,Married,Blue-Collar,White,Private,48,40,0
Assoc,Male,Married,Other/Unknown,White,Other/Unknown,62,40,0
HS-grad,Female,Widowed,Other/Unknown,White,Other/Unknown,74,25,0
Bachelors,Male,Single,White-Collar,White,Private,27,40,0
HS-grad,Male,Single,Blue-Collar,White,Private,20,35,0
HS-grad,Female,Married,Blue-Collar,White,Private,41,40,0
School,Male,Divorced,Blue-Collar,White,Private,53,40,0
HS-grad,Male,Single,Blue-Collar,White,Private,25,40,0
School,Male,Married,Blue-Collar,White,Private,36,40,0
HS-grad,Male,Divorced,Sales,White,Self-Employed,42,50,0
Doctorate,Female,Divorced,Professional,White,Private,46,65,1
Bachelors,Male,Divorced,Service,White,Government,50,40,1
Some-college,Male,Married,Blue-Collar,White,Private,27,80,0
Bachelors,Male,Married,Blue-Collar,White,Private,32,70,0
Bachelors,Female,Single,White-Collar,White,Private,26,20,0
Bachelors,Female,Married,Service,White,Private,28,15,0
Bachelors,Male,Married,Blue-Collar,White,Self-Employed,73,30,0
HS-grad,Male,Single,Sales,White,Private,20,40,0
Masters,Male,Single,Professional,White,Private,28,40,0
HS-grad,Female,Single,Blue-Collar,White,Private,22,40,0
School,Male,Single,Sales,White,Private,18,13,0
Some-college,Female,Divorced,White-Collar,White,Private,33,40,0
Masters,Male,Single,Professional,White,Government,45,50,1
School,Male,Married,Blue-Collar,White,Private,35,40,0
School,Male,Married,Blue-Collar,White,Private,54,40,0
School,Female,Divorced,Other/Unknown,White,Other/Unknown,32,49,0
Assoc,Male,Married,White-Collar,White,Private,36,40,0
HS-grad,Male,Separated,Blue-Collar,White,Private,39,40,0
Some-college,Female,Single,Service,White,Private,21,25,0
Bachelors,Male,Single,White-Collar,White,Government,30,40,0
Some-college,Male,Single,Blue-Collar,White,Private,20,50,0
School,Male,Married,Other/Unknown,White,Other/Unknown,38,45,0
Assoc,Female,Married,Service,White,Private,23,40,0
HS-grad,Female,Widowed,White-Collar,White,Private,45,35,0
School,Male,Married,Blue-Collar,White,Private,55,60,0
Some-college,Male,Married,Blue-Collar,White,Private,53,50,1
HS-grad,Male,Married,Blue-Collar,Other,Private,36,40,0
Bachelors,Male,Married,Blue-Collar,White,Private,35,35,1
School,Male,Single,Blue-Collar,White,Government,18,4,0
Bachelors,Female,Divorced,Professional,Other,Government,49,40,0
HS-grad,Male,Married,Service,White,Private,34,40,0
HS-grad,Female,Widowed,Other/Unknown,Other,Other/Unknown,63,11,0
HS-grad,Female,Single,Service,White,Private,29,40,0
School,Female,Separated,Other/Unknown,White,Other/Unknown,90,15,0
Bachelors,Male,Married,White-Collar,White,Self-Employed,49,50,0
Bachelors,Female,Divorced,Professional,White,Private,55,40,1
HS-grad,Male,Married,Blue-Collar,White,Private,44,40,1
HS-grad,Male,Married,Blue-Collar,White,Self-Employed,33,45,0
School,Male,Married,Blue-Collar,White,Private,48,40,0
Some-college,Male,Single,Blue-Collar,White,Private,30,55,0
Some-college,Female,Widowed,Professional,White,Government,58,20,0
Bachelors,Male,Single,Professional,White,Private,27,50,0
HS-grad,Female,Married,Other/Unknown,White,Other/Unknown,38,35,0
HS-grad,Female,Single,White-Collar,White,Private,18,40,0
Some-college,Male,Married,Blue-Collar,White,Private,39,40,0
Some-college,Male,Single,Service,Other,Private,21,20,0
HS-grad,Female,Single,Service,White,Private,24,40,0
HS-grad,Male,Married,Blue-Collar,White,Private,49,40,0
Some-college,Female,Divorced,Service,White,Private,50,15,0
Some-college,Female,Single,Other/Unknown,White,Other/Unknown,21,25,0
Bachelors,Male,Divorced,Professional,White,Private,42,50,1
Some-college,Male,Single,Service,White,Government,19,24,0
HS-grad,Female,Single,Service,White,Private,22,35,0
Bachelors,Male,Married,White-Collar,White,Private,51,50,1
Some-college,Male,Married,White-Collar,White,Private,47,40,0
School,Female,Widowed,Blue-Collar,White,Self-Employed,57,45,0
School,Female,Married,Other/Unknown,White,Other/Unknown,20,39,0
Some-college,Female,Single,Sales,White,Private,24,24,0
Masters,Male,Married,White-Collar,White,Private,49,45,1
Some-college,Female,Widowed,White-Collar,White,Private,33,40,0
School,Female,Single,Professional,Other,Private,17,15,0
HS-grad,Male,Married,Other/Unknown,White,Other/Unknown,59,41,1
HS-grad,Female,Married,White-Collar,White,Private,31,40,1
Some-college,Female,Divorced,Service,White,Private,46,30,0
Bachelors,Female,Married,Service,Other,Private,34,50,1
HS-grad,Male,Single,Blue-Collar,White,Private,25,30,0
Some-college,Female,Single,Sales,White,Private,24,15,0
HS-grad,Female,Divorced,Sales,White,Private,67,20,0
Some-college,Female,Divorced,White-Collar,White,Private,48,38,0
Some-college,Male,Married,White-Collar,Other,Government,41,40,0
School,Male,Single,Blue-Collar,White,Private,49,45,0
Assoc,Male,Married,Blue-Collar,White,Private,56,45,1
HS-grad,Female,Single,Blue-Collar,White,Private,28,40,0
Bachelors,Male,Married,Professional,White,Private,41,56,1
Bachelors,Male,Married,Professional,White,Private,43,40,1
Bachelors,Male,Married,Professional,White,Private,43,55,1
Bachelors,Male,Single,Professional,White,Government,32,55,0
